COHORT	SYMBOL	TIER	cancer_type	parent	name_parent	sequencing	ROLE	CGC_GENE	CGC_CANCER_GENE	gene_driver_statement	SAMPLES	MUTS	MUTS/SAMPLE	Significant_Bidders	TYPET	PATH	SNP	INDEL	INDEL/SNP	Signature10	Signature9	Warning_Expression	Warning_Germline	Warning_size	Samples_3muts	Warning_Palindrome	PALINDROME	FILTER
CBIOP_WXS_LCLL_BROAD_2013	TP53	1	CLL	LK	Leukemia	WXS	dom	YES	YES	tier1_tier3	18.0	20.0	1.1111111111111112	hotmapssignature,oncodrivefml,dndscv,edriver,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_LCLL_BROAD_2013.01.out.gz	19.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_LCLL_BROAD_2013	MYD88	1	CLL	LK	Leukemia	WXS	dom	YES	NO	tier1_tier3	12.0	12.0	1.0	edriver,hotmapssignature,oncodriveclustl,cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_LCLL_BROAD_2013.01.out.gz	11.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_LCLL_BROAD_2013	SF3B1	1	CLL	LK	Leukemia	WXS	dom	YES	NO	tier1_tier3	23.0	23.0	1.0	oncodriveclustl,oncodrivefml,cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_LCLL_BROAD_2013.01.out.gz	21.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_LCLL_BROAD_2013	XPO1	1	CLL	LK	Leukemia	WXS	dom	YES	YES	tier1_tier3	5.0	7.0	1.4	oncodriveclustl,cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_LCLL_BROAD_2013.01.out.gz	7.0	0.0	0.0	0.0	0.0	False	True	False	0.0	False	0.0	PASS
CBIOP_WXS_LCLL_BROAD_2013	POT1	1	CLL	LK	Leukemia	WXS	rec	YES	YES	tier1_tier3	5.0	5.0	1.0	dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_LCLL_BROAD_2013.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_LCLL_BROAD_2013	ATM	1	CLL	LK	Leukemia	WXS	rec	YES	NO	tier1_tier3	8.0	11.0	1.375	cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_LCLL_BROAD_2013.01.out.gz	8.0	1.0	0.1111111111111111	0.0	0.0	False	True	False	0.0	False	0.0	PASS
CBIOP_WXS_LCLL_BROAD_2013	SPEN	1	CLL	LK	Leukemia	WXS	rec	YES	NO	tier1_tier3	3.0	3.0	1.0	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_LCLL_BROAD_2013.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_LCLL_BROAD_2013	RIPK1	1	CLL	LK	Leukemia	WXS	rec	NO	NO	tier1_tier3	4.0	4.0	1.0	cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_LCLL_BROAD_2013.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_LCLL_BROAD_2013	NRAS	1	CLL	LK	Leukemia	WXS	dom	YES	NO	tier1_tier3	4.0	4.0	1.0	oncodriveclustl,cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_LCLL_BROAD_2013.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_LCLL_BROAD_2013	HIST1H1E	1	CLL	LK	Leukemia	WXS	dom	NO	NO	tier1_tier3	5.0	5.0	1.0	cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_LCLL_BROAD_2013.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_LCLL_BROAD_2013	NOTCH1	1	CLL	LK	Leukemia	WXS	rec	YES	NO	tier1_tier3	15.0	16.0	1.0666666666666669	edriver,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_LCLL_BROAD_2013.01.out.gz	1.0	7.0	0.875	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_LCLL_BROAD_2013	CHD2	1	CLL	LK	Leukemia	WXS	rec	YES	YES	tier1_tier3	4.0	4.0	1.0	cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_LCLL_BROAD_2013.01.out.gz	6.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_LCLL_BROAD_2013	KRAS	1	CLL	LK	Leukemia	WXS	dom	YES	YES	tier1_tier3	3.0	3.0	1.0	oncodriveclustl,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_LCLL_BROAD_2013.01.out.gz	3.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_SKCM_YALE	TP53	1	CM	SK	Skin	WXS	rec	YES	YES	tier1_tier3	3.0	3.0	1.0	dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_SKCM_YALE.01.out.gz	3.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_SKCM_YALE	NRAS	1	CM	SK	Skin	WXS	dom	YES	YES	tier1_tier3	3.0	3.0	1.0	dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_SKCM_YALE.01.out.gz	2.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_SKCM_YALE	DCC	1	CM	SK	Skin	WXS	rec	YES	YES	tier1_tier3	7.0	12.0	1.7142857142857142	dndscv,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_SKCM_YALE.01.out.gz	12.0	0.0	0.0	0.0	0.0	False	True	False	1.0	False	0.0	PASS
CBIOP_WXS_SKCM_YALE	BRAF	1	CM	SK	Skin	WXS	rec	YES	YES	tier1_tier3	8.0	8.0	1.0	hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_SKCM_YALE.01.out.gz	16.0	0.0	0.0	0.0	0.0	False	False	False	1.0	False	0.0625	PASS
CBIOP_WXS_SKCM_YALE	C6	1	CM	SK	Skin	WXS	rec	NO	NO	tier1_tier3	4.0	6.0	1.5	dndscv,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_SKCM_YALE.01.out.gz	6.0	0.0	0.0	0.0	0.0	False	True	False	1.0	False	0.0	PASS
CBIOP_WXS_SKCM_YALE	CDH6	1	CM	SK	Skin	WXS	dom	NO	NO	tier1_tier3	5.0	7.0	1.4	dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_SKCM_YALE.01.out.gz	7.0	0.0	0.0	0.0	0.0	False	False	False	1.0	False	0.0	PASS
CBIOP_WXS_SKCM_YALE	IVL	1	CM	SK	Skin	WXS	rec	NO	NO	tier1_tier3	3.0	5.0	1.6666666666666667	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_SKCM_YALE.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	True	False	0.0	False	0.0	PASS
CBIOP_WXS_SKCM_YALE	PASD1	1	CM	SK	Skin	WXS	dom	NO	NO	tier1_tier3	4.0	5.0	1.25	dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_SKCM_YALE.01.out.gz	5.0	0.0	0.0	0.0	0.0	False	True	False	0.0	False	0.0	PASS
CBIOP_WXS_NPC_NUSINGAPORE	TP53	1	NSPH	DS	Digestive system	WXS	rec	YES	YES	tier1_tier3	7.0	7.0	1.0	cbase,oncodrivefml,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_NPC_NUSINGAPORE.01.out.gz	6.0	0.0	0.0	0.16666666666666666	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_NPC_NUSINGAPORE	TET2	1	NSPH	DS	Digestive system	WXS	rec	YES	NO	tier1_tier3	3.0	4.0	1.3333333333333333	cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_NPC_NUSINGAPORE.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	True	False	0.0	False	0.0	PASS
CBIOP_WXS_SLL_IUOPA_2015	SF3B1	1	NHLY	LY	Lymphoma	WXS	dom	YES	NO	tier1_tier3	5.0	5.0	1.0	cbase,dndscv,oncodrivefml,oncodriveclustl	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_SLL_IUOPA_2015.01.out.gz				0.0	0.0	False	False	False	0.0			PASS
CBIOP_WXS_SLL_IUOPA_2015	NOTCH1	1	NHLY	LY	Lymphoma	WXS	rec	YES	NO	tier1_tier3	6.0	6.0	1.0	oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_SLL_IUOPA_2015.01.out.gz				0.0	0.0	False	False	False	0.0			PASS
CBIOP_WXS_HNSC_BROAD	TP53	1	HNSC	HNC	Head an neck	WXS	rec	YES	YES	tier1_tier3	42.0	43.0	1.0238095238095235	edriver,dndscv,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_HNSC_BROAD.01.out.gz	41.0	4.0	0.08888888888888889	0.024390243902439025	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_HNSC_BROAD	FAT1	1	HNSC	HNC	Head an neck	WXS	rec	YES	YES	tier1_tier3	8.0	10.0	1.25	dndscv,cbase,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_HNSC_BROAD.01.out.gz	9.0	1.0	0.1	0.0	0.0	False	True	True	0.0	False	0.0	PASS
CBIOP_WXS_HNSC_BROAD	HRAS	1	HNSC	HNC	Head an neck	WXS	dom	YES	YES	tier1_tier3	4.0	4.0	1.0	dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_HNSC_BROAD.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_HNSC_BROAD	KMT2D	1	HNSC	HNC	Head an neck	WXS	rec	YES	NO	tier1_tier3	7.0	8.0	1.1428571428571428	dndscv,cbase,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_HNSC_BROAD.01.out.gz	8.0	0.0	0.0	0.125	0.0	False	True	True	0.0	False	0.125	PASS
CBIOP_WXS_HNSC_BROAD	NOTCH1	1	HNSC	HNC	Head an neck	WXS	rec	YES	YES	tier1_tier3	8.0	8.0	1.0	dndscv,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_HNSC_BROAD.01.out.gz	10.0	0.0	0.0	0.1	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_HNSC_BROAD	PIK3CA	1	HNSC	HNC	Head an neck	WXS	dom	YES	NO	tier1_tier3	6.0	6.0	1.0		primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_HNSC_BROAD.01.out.gz	6.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_BRCA_SANGER	PIK3CA	1	BRCA	TX	Torax	WXS	dom	YES	YES	tier1_tier3	30.0	35.0	1.1666666666666667	dndscv,edriver,cbase,oncodriveclustl,hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_BRCA_SANGER.01.out.gz	33.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_BRCA_SANGER	TP53	1	BRCA	TX	Torax	WXS	rec	YES	YES	tier1_tier3	26.0	27.0	1.0384615384615383	dndscv,cbase,hotmapssignature,oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_BRCA_SANGER.01.out.gz	28.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_BRCA_SANGER	CDH1	1	BRCA	TX	Torax	WXS	rec	YES	YES	tier1_tier3	7.0	9.0	1.2857142857142858	dndscv,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_BRCA_SANGER.01.out.gz	6.0	1.0	0.14285714285714285	0.0	0.0	False	False	False	1.0	False	0.0	PASS
CBIOP_WXS_BRCA_SANGER	AKT1	1	BRCA	TX	Torax	WXS	dom	YES	YES	tier1_tier3	5.0	5.0	1.0	dndscv,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_BRCA_SANGER.01.out.gz	5.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_BRCA_SANGER	NCOR1	1	BRCA	TX	Torax	WXS	rec	YES	YES	tier1_tier3	6.0	7.0	1.1666666666666667	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_BRCA_SANGER.01.out.gz	6.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_BRCA_SANGER	KMT2C	1	BRCA	TX	Torax	WXS	rec	YES	NO	tier1_tier3	10.0	11.0	1.1	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_BRCA_SANGER.01.out.gz	10.0	0.0	0.0	0.0	0.1	False	False	True	0.0	False	0.0	PASS
CBIOP_WXS_BRCA_SANGER	SF3B1	1	BRCA	TX	Torax	WXS	dom	YES	NO	tier1_tier3	4.0	4.0	1.0	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_BRCA_SANGER.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_BRCA_SANGER	CASP8	1	BRCA	TX	Torax	WXS	rec	YES	YES	tier1_tier3	3.0	3.0	1.0	dndscv,cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_BRCA_SANGER.01.out.gz	3.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_BRCA_SANGER	PTEN	1	BRCA	TX	Torax	WXS	rec	YES	NO	tier1_tier3	3.0	4.0	1.3333333333333333		primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_BRCA_SANGER.01.out.gz	2.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_BRCA_SANGER	GATA3	1	BRCA	TX	Torax	WXS	dom	YES	YES	tier1_tier3	14.0	15.0	1.0714285714285714	oncodrivefml	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_BRCA_SANGER.01.out.gz	1.0	1.0	0.5	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_PAAD_UTSW_2015	KRAS	1	PAAD	PA	Pancreas	WXS	dom	YES	YES	tier1_tier3	100.0	103.0	1.03	cbase,oncodrivefml,oncodriveclustl,edriver,dndscv,hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_PAAD_UTSW_2015.01.out.gz	100.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_PAAD_UTSW_2015	TP53	1	PAAD	PA	Pancreas	WXS	rec	YES	YES	tier1_tier3	55.0	55.0	1.0	oncodriveclustl,edriver,oncodrivefml,dndscv,hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_PAAD_UTSW_2015.01.out.gz	47.0	3.0	0.06	0.02127659574468085	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_PAAD_UTSW_2015	SMAD4	1	PAAD	PA	Pancreas	WXS	rec	YES	YES	tier1_tier3	21.0	22.0	1.0476190476190477	cbase,oncodrivefml,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_PAAD_UTSW_2015.01.out.gz	17.0	0.0	0.0	0.05882352941176471	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_PAAD_UTSW_2015	ARID1A	1	PAAD	PA	Pancreas	WXS	rec	YES	NO	tier1_tier3	7.0	8.0	1.1428571428571428	cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_PAAD_UTSW_2015.01.out.gz	6.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_PAAD_UTSW_2015	CDKN2A	1	PAAD	PA	Pancreas	WXS	dom	YES	YES	tier1_tier3	6.0	7.0	1.1666666666666667	cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_PAAD_UTSW_2015.01.out.gz	6.0	1.0	0.14285714285714285	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_PAAD_UTSW_2015	RBM10	1	PAAD	PA	Pancreas	WXS	rec	YES	NO	tier1_tier3	4.0	4.0	1.0	cbase	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_PAAD_UTSW_2015.01.out.gz	4.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_PAAD_UTSW_2015	CR1	1	PAAD	PA	Pancreas	WXS	rec	NO	NO	tier1_tier3	4.0	4.0	1.0	oncodriveclustl,cbase,oncodrivefml,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_PAAD_UTSW_2015.01.out.gz	3.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_PAAD_UTSW_2015	SMAD3	1	PAAD	PA	Pancreas	WXS	rec	YES	NO	tier1_tier3	3.0	3.0	1.0	cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_PAAD_UTSW_2015.01.out.gz	3.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_PAAD_UTSW_2015	GNAS	1	PAAD	PA	Pancreas	WXS	dom	YES	YES	tier1_tier3	5.0	5.0	1.0	oncodriveclustl,hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_PAAD_UTSW_2015.01.out.gz	5.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_PAAD_UTSW_2015	ZNF814	1	PAAD	PA	Pancreas	WXS	dom	NO	NO	tier1_tier3	20.0	20.0	1.0	edriver,oncodriveclustl,cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_PAAD_UTSW_2015.01.out.gz	20.0	0.0	0.0	0.0	0.0	False	True	False	0.0	False	0.0	PASS
CBIOP_WXS_PAAD_UTSW_2015	RGPD3	1	PAAD	PA	Pancreas	WXS	dom	YES	NO	tier1_tier3	6.0	6.0	1.0	edriver,cbase,hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_PAAD_UTSW_2015.01.out.gz	6.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
ICGC_WGS_LICA_FR_WGS	CTNNB1	1	HC	H	Hepatic	WGS	dom	YES	YES	tier1_tier3	4.0	5.0	1.25	dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/ICGC_WGS_LICA_FR_WGS.01.out.gz	7.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_MM_BROAD	KRAS	1	MM	MYMA	Myeloma	WXS	dom	YES	YES	tier1_tier3	45.0	47.0	1.0444444444444445	cbase,dndscv,oncodrivefml,oncodriveclustl,hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_MM_BROAD.01.out.gz	44.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_MM_BROAD	NRAS	1	MM	MYMA	Myeloma	WXS	dom	YES	YES	tier1_tier3	36.0	36.0	1.0	cbase,dndscv,oncodriveclustl,hotmapssignature	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_MM_BROAD.01.out.gz	36.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_MM_BROAD	TP53	1	MM	MYMA	Myeloma	WXS	rec	YES	YES	tier1_tier3	14.0	15.0	1.0714285714285714	cbase,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_MM_BROAD.01.out.gz	16.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_MM_BROAD	DIS3	1	MM	MYMA	Myeloma	WXS	dom	NO	NO	tier1_tier3	19.0	20.0	1.0526315789473684	cbase,hotmapssignature,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_MM_BROAD.01.out.gz	20.0	0.0	0.0	0.05	0.0	False	True	False	0.0	False	0.0	PASS
CBIOP_WXS_MM_BROAD	ZNF717	1	MM	MYMA	Myeloma	WXS	dom	NO	NO	tier1_tier3	18.0	19.0	1.0555555555555556	cbase,oncodriveclustl,dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_MM_BROAD.01.out.gz	18.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_MM_BROAD	BRAF	1	MM	MYMA	Myeloma	WXS	dom	YES	NO	tier1_tier3	12.0	12.0	1.0	cbase,hotmapssignature,dndscv,edriver	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_MM_BROAD.01.out.gz	12.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_MM_BROAD	MAX	1	MM	MYMA	Myeloma	WXS	dom	YES	NO	tier1_tier3	3.0	3.0	1.0		primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_MM_BROAD.01.out.gz	3.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_MM_BROAD	PTPN11	1	MM	MYMA	Myeloma	WXS	dom	YES	NO	tier1_tier3	3.0	3.0	1.0		primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_MM_BROAD.01.out.gz	3.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
CBIOP_WXS_MM_BROAD	FAM46C	1	MM	MYMA	Myeloma	WXS	rec	YES	YES	tier1_tier3	15.0	16.0	1.0666666666666669	dndscv	primary	/workspace/projects/intogen_2017/runs/20180502/combination/CBIOP_WXS_MM_BROAD.01.out.gz	15.0	0.0	0.0	0.0	0.0	False	False	False	0.0	False	0.0	PASS
